Tour;Année_élection;Libellé du département;Libellé de la circonscription;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs et nuls;% BlNuls/Ins;% BlNuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;Olivier BESANCENOT;Marie-George BUFFET;Igérard SCHIVARD;François BAYROU;José BOVÉ;Dominique VOYNET;Philippe de VILLIERS;Ségolène ROYAL;Frédéric NIHOUS;Jean-Marie LE PEN;Arlette LAGUILLER;Nicolas SARKOZY
2;2007;LA REUNION;2ème circonscription;107565;25063;23,3;82502;76,7;3115;2,9;3,78;79387;73,8;96,22;35,32;64,68;;;;;;;;;;
2;2007;LA REUNION;3ème circonscription;126601;25590;20,21;101011;79,79;3280;2,59;3,25;97731;77,2;96,75;36,52;63,48;;;;;;;;;;
2;2007;LA REUNION;4ème circonscription;93589;20502;21,91;73087;78,09;2930;3,13;4,01;70157;74,96;95,99;33,85;66,15;;;;;;;;;;
2;2007;LA REUNION;5ème circonscription;99972;24457;24,46;75515;75,54;2067;2,07;2,74;73448;73,47;97,26;34,17;65,83;;;;;;;;;;
2;2007;MAYOTTE;1ère circonscription;64476;33813;52,44;30663;47,56;1059;1,64;3,45;29604;45,91;96,55;39,96;60,04;;;;;;;;;;
2;2007;NOUVELLE CALEDONIE;1ère circonscription;146007;46524;31,86;99483;68,14;2095;1,43;2,11;97388;66,7;97,89;62,98;37,02;;;;;;;;;;
2;2007;POLYNESIE FRANCAISE;1ère circonscription;167577;42439;25,33;125138;74,67;1709;1,02;1,37;123429;73,66;98,63;51,9;48,1;;;;;;;;;;
2;2007;SAINT PIERRE ET MIQUELON;1ère circonscription;4923;1240;25,19;3683;74,81;162;3,29;4,4;3521;71,52;95,6;39,14;60,86;;;;;;;;;;
2;2007;WALLIS-ET-FUTUNA ;1ère circonscription;11163;3405;30,5;7758;69,5;52;0,47;0,67;7706;69,03;99,33;50,17;49,83;;;;;;;;;;
2;2007;FRANCAIS DE L'ETRANGER;1ère circonscription;821919;475609;57,87;346310;42,13;6217;0,76;1,8;340093;41,38;98,2;53,99;46,01;;;;;;;;;;
